TransactionID,CustomerID,ProductCategory,SalesPrice,Quantity,TransactionDate,Region,DiscountCode
T18451,C609,CLOTHING,74.63,2,2024-01-31,Central,DISC02
T18452,C168,HOME,102.56,8,2024-01-20,West,DISC02
T18453,C380,CLOTHING,65.23,4,2024-12-26,West,DISC01
T18454,C129,FOOD,13.44,3,2024-12-18,Central,DISC05
T18455,C757,ELECTRONICS,238.03,6,2024-10-05,West,DISC01
T18456,C428,TOYS,34.27,7,2024-05-07,Central,
T18457,C815,FOOD,13.74,6,2024-04-01,Central,
T18458,C815,ELECTRONICS,181.99,2,2024-04-25,West,DISC05
T18459,C771,CLOTHING,69.29,5,2024-02-18,Central,DISC01
T18460,C669,ELECTRONICS,162.48,1,2024-08-21,Central,DISC02
T18461,C848,HOME,98.14,1,2024-01-04,Central,DISC05
T18462,C937,HOME,86.72,9,2024-10-13,Central,DISC02
T18463,C525,FOOD,13.75,1,2024-09-23,West,DISC05
T18464,C751,ELECTRONICS,173.01,9,2024-02-01,East,
T18465,C779,HOME,92.39,8,2024-12-25,Central,DISC01
T18466,C231,HOME,122.85,8,2024-12-30,West,DISC01
T18467,C985,ELECTRONICS,282.89,10,2024-11-19,West,DISC05
T18468,C224,CLOTHING,55.9,2,2024-09-13,East,
T18469,C132,HOME,97.38,3,2024-03-27,Central,DISC02
T18470,C207,TOYS,26.0,5,2024-07-03,West,DISC01
T18471,C245,CLOTHING,59.09,10,2024-11-15,East,
T18472,C172,ELECTRONICS,205.39,5,2024-12-13,Central,
T18473,C1076,BOOKS,10.0,9,2024-07-31,Central,DISC02
T18474,C967,CLOTHING,58.81,5,2024-03-06,West,DISC02
T18475,C345,FOOD,13.04,3,2024-06-06,Central,DISC02
T18476,C355,ELECTRONICS,204.71,3,2024-01-02,West,
T18477,C664,HOME,87.86,7,2024-03-28,East,DISC05
T18478,C677,CLOTHING,67.91,9,2024-05-09,Central,DISC01
T18479,C663,CLOTHING,63.27,10,2024-10-19,East,
T18480,C396,BOOKS,23.37,6,2024-02-22,East,DISC05
T18481,C623,TOYS,26.05,6,2024-09-11,East,DISC01
T18482,C931,FOOD,15.05,6,2024-07-03,West,DISC01
T18483,C1060,ELECTRONICS,174.3,6,2024-04-03,West,DISC01
T18484,C668,FOOD,10.97,4,2024-07-25,Central,
T18485,C752,CLOTHING,69.67,8,2024-12-26,Central,DISC01
T18486,C785,FOOD,12.96,6,2024-06-05,West,DISC05
T18487,C289,TOYS,26.0,6,2024-12-05,East,DISC02
T18488,C672,HOME,90.61,6,2024-07-06,East,DISC02
T18489,C751,ELECTRONICS,295.03,5,2024-06-23,East,
T18490,C253,TOYS,26.0,5,2024-06-10,East,
T18491,C107,ELECTRONICS,186.63,1,2024-04-17,Central,DISC01
T18492,C895,ELECTRONICS,165.76,2,2024-09-01,West,DISC02
T18493,C600,ELECTRONICS,167.17,2,2024-04-09,West,
T18494,C105,FOOD,15.68,4,2024-08-27,West,
T18495,C360,BOOKS,19.36,4,2024-01-14,West,DISC02
T18496,C1024,ELECTRONICS,192.53,10,2024-07-24,Central,DISC02
T18497,C124,BOOKS,31.58,2,2024-03-12,Central,DISC05
T18498,C941,ELECTRONICS,304.11,5,2024-10-09,Central,DISC02
T18499,C876,FOOD,15.22,3,2024-12-19,West,DISC01
T18500,C170,HOME,120.66,1,2024-06-15,Central,DISC05
T18501,C973,CLOTHING,48.88,10,2024-11-22,West,
T18502,C561,TOYS,41.06,8,2024-10-20,East,DISC05
T18503,C1035,CLOTHING,53.56,8,2024-04-14,East,DISC05
T18504,C1061,FOOD,12.0,8,2024-05-30,East,DISC05
T18505,C686,FOOD,13.92,6,2024-06-28,Central,
T18506,C165,HOME,79.49,10,2024-10-20,East,
T18507,C651,BOOKS,53.34,4,2024-02-02,West,
T18508,C604,FOOD,9.0,4,2024-11-06,East,DISC01
T18509,C468,BOOKS,45.87,8,2024-12-25,West,
T18510,C265,TOYS,29.12,5,2024-02-22,East,DISC02
T18511,C225,ELECTRONICS,186.6,2,2024-08-22,West,DISC02
T18512,C955,FOOD,14.59,10,2024-09-15,Central,DISC02
T18513,C103,FOOD,11.75,7,2024-12-26,Central,
T18514,C118,TOYS,26.0,2,2024-10-27,East,
T18515,C759,BOOKS,34.63,2,2024-07-26,West,DISC02
T18516,C225,TOYS,37.82,2,2024-05-31,West,
T18517,C710,ELECTRONICS,183.02,1,2024-12-26,West,DISC02
T18518,C517,CLOTHING,54.9,3,2024-06-20,East,DISC02
T18519,C282,CLOTHING,68.55,2,2024-11-28,East,DISC02
T18520,C816,HOME,100.44,3,2024-07-18,East,DISC02
T18521,C925,TOYS,26.0,2,2024-01-11,Central,DISC02
T18522,C197,BOOKS,15.0,9,2024-07-14,East,DISC05
T18523,C119,HOME,80.07,8,2024-07-10,East,DISC02
T18524,C676,HOME,108.71,2,2024-01-07,East,DISC01
T18525,C928,TOYS,47.31,3,2024-09-03,Central,DISC02
T18526,C188,CLOTHING,48.8,3,2024-05-02,Central,
T18527,C851,FOOD,10.01,2,2024-11-28,West,DISC05
T18528,C803,FOOD,13.4,10,2024-06-15,Central,DISC05
T18529,C683,CLOTHING,76.57,3,2024-09-17,West,
T18530,C129,FOOD,11.84,9,2024-03-19,East,DISC05
T18531,C979,CLOTHING,79.72,7,2024-12-18,West,
T18532,C251,HOME,100.67,6,2024-08-28,East,DISC05
T18533,C774,HOME,105.82,5,2024-09-29,Central,DISC02
T18534,C133,TOYS,30.71,5,2024-06-14,East,DISC05
T18535,C1009,FOOD,11.5,7,2024-01-15,East,
T18536,C777,HOME,127.98,5,2024-06-28,Central,
T18537,C1094,BOOKS,19.67,7,2024-07-05,Central,DISC01
T18538,C679,HOME,120.24,6,2024-01-24,West,
T18539,C449,ELECTRONICS,291.63,7,2024-03-10,West,
T18540,C548,CLOTHING,54.24,8,2024-10-12,West,DISC01
T18541,C717,HOME,113.36,7,2024-02-13,West,
T18542,C640,CLOTHING,56.01,6,2024-09-03,East,
T18543,C510,FOOD,13.06,3,2024-04-15,Central,
T18544,C922,TOYS,26.57,9,2024-08-14,Central,DISC01
T18545,C669,FOOD,12.41,10,2024-11-05,West,DISC05
T18546,C815,BOOKS,15.91,5,2024-11-16,West,DISC01
T18547,C101,BOOKS,10.0,10,2024-03-10,Central,DISC01
T18548,C144,FOOD,12.71,6,2024-12-20,Central,
T18549,C139,HOME,129.74,9,2024-05-16,Central,
T18550,C820,TOYS,29.63,3,2024-03-18,East,DISC05
T18551,C492,TOYS,41.7,7,2024-09-07,Central,DISC05
T18552,C471,BOOKS,35.77,2,2024-01-30,West,DISC01
T18553,C534,BOOKS,16.09,3,2024-11-05,East,
T18554,C385,TOYS,34.15,1,2024-07-01,West,DISC02
T18555,C278,ELECTRONICS,251.74,9,2024-06-10,East,DISC02
T18556,C322,HOME,100.94,10,2024-12-18,Central,DISC05
T18557,C514,ELECTRONICS,203.97,5,2024-05-08,Central,DISC01
T18558,C861,HOME,81.02,9,2024-06-21,East,
T18559,C782,FOOD,15.37,10,2024-02-25,West,DISC02
T18560,C135,HOME,83.69,10,2024-05-13,Central,DISC02
T18561,C1047,CLOTHING,86.0,2,2024-01-16,Central,
T18562,C1028,BOOKS,17.35,10,2024-02-27,West,DISC01
T18563,C528,FOOD,10.01,1,2024-12-01,West,DISC02
T18564,C747,ELECTRONICS,141.56,10,2024-08-22,West,DISC02
T18565,C898,BOOKS,26.87,9,2024-11-11,Central,DISC05
T18566,C564,ELECTRONICS,238.0,6,2024-04-02,East,DISC01
T18567,C491,ELECTRONICS,169.97,1,2024-10-11,East,
T18568,C149,CLOTHING,53.39,5,2024-08-06,Central,DISC02
T18569,C415,BOOKS,11.88,3,2024-01-07,Central,DISC05
T18570,C216,BOOKS,13.31,1,2024-12-11,Central,DISC02
T18571,C422,ELECTRONICS,174.09,1,2024-11-03,West,DISC02
T18572,C142,BOOKS,17.01,7,2024-12-23,Central,DISC02
T18573,C549,HOME,100.87,9,2024-01-28,Central,DISC05
T18574,C839,CLOTHING,54.31,8,2024-07-12,Central,DISC01
T18575,C644,FOOD,14.15,1,2024-04-18,East,
T18576,C417,HOME,116.25,6,2024-06-14,East,DISC05
T18577,C483,TOYS,31.15,10,2024-08-31,East,DISC05
T18578,C714,BOOKS,24.68,3,2024-03-03,West,DISC01
T18579,C1056,BOOKS,15.31,2,2024-09-27,Central,DISC01
T18580,C845,ELECTRONICS,103.92,7,2024-08-25,Central,DISC02
T18581,C631,FOOD,17.0,3,2024-07-18,West,DISC02
T18582,C210,CLOTHING,43.39,7,2024-01-04,East,DISC02
T18583,C171,CLOTHING,76.14,1,2024-08-14,Central,DISC02
T18584,C754,HOME,83.07,4,2024-06-04,East,DISC05
T18585,C858,HOME,102.42,7,2024-07-15,Central,DISC01
T18586,C529,ELECTRONICS,211.57,9,2024-03-29,East,
T18587,C362,ELECTRONICS,152.39,4,2024-05-19,Central,DISC01
T18588,C585,CLOTHING,67.94,10,2024-06-18,Central,
T18589,C733,BOOKS,17.52,9,2024-08-06,West,DISC05
T18590,C779,ELECTRONICS,216.05,10,2024-04-17,West,DISC05
T18591,C231,FOOD,10.81,8,2024-12-24,East,DISC02
T18592,C969,HOME,115.07,4,2024-07-28,Central,DISC05
T18593,C184,ELECTRONICS,234.55,4,2024-06-24,West,DISC05
T18594,C950,HOME,103.29,10,2024-06-23,East,DISC05
T18595,C265,HOME,76.75,6,2024-05-18,Central,
T18596,C926,CLOTHING,68.23,7,2024-10-16,West,DISC01
T18597,C290,CLOTHING,56.08,5,2024-11-28,West,
T18598,C971,ELECTRONICS,315.01,10,2024-06-21,East,DISC01
T18599,C398,TOYS,30.42,3,2024-05-21,East,DISC02
T18600,C1014,CLOTHING,58.5,3,2024-03-09,East,DISC01
T18601,C819,CLOTHING,49.92,2,2024-02-02,West,DISC01
T18602,C891,ELECTRONICS,147.59,1,2024-06-03,East,DISC05
T18603,C487,HOME,104.73,2,2024-01-26,West,DISC05
T18604,C825,FOOD,15.53,4,2024-12-03,Central,DISC01
T18605,C660,HOME,130.0,10,2024-02-22,West,
T18606,C272,BOOKS,31.42,10,2024-04-11,West,DISC05
T18607,C166,HOME,130.0,3,2024-07-11,West,DISC05
T18608,C184,FOOD,15.37,8,2024-03-16,East,DISC02
T18609,C192,BOOKS,10.0,8,2024-09-26,East,DISC01
T18610,C625,HOME,75.25,9,2024-07-09,Central,DISC02
T18611,C804,CLOTHING,86.0,2,2024-07-11,East,DISC02
T18612,C117,FOOD,12.16,6,2024-07-14,West,DISC02
T18613,C650,FOOD,11.38,10,2024-08-28,West,DISC02
T18614,C838,ELECTRONICS,239.79,3,2024-08-29,Central,DISC05
T18615,C764,TOYS,43.4,5,2024-11-30,East,DISC01
T18616,C910,BOOKS,17.89,7,2024-05-07,West,DISC05
T18617,C515,CLOTHING,54.86,2,2024-09-02,East,DISC01
T18618,C559,BOOKS,11.44,3,2024-03-20,East,DISC02
T18619,C240,CLOTHING,74.99,2,2024-11-11,East,
T18620,C705,BOOKS,10.0,4,2024-03-27,West,DISC05
T18621,C686,HOME,75.25,2,2024-10-05,Central,DISC02
T18622,C860,FOOD,11.54,2,2024-06-23,East,
T18623,C968,FOOD,15.02,1,2024-07-21,West,DISC02
T18624,C368,FOOD,15.42,5,2024-06-26,Central,DISC05
T18625,C412,HOME,96.13,7,2024-11-08,East,DISC05
T18626,C998,BOOKS,12.15,7,2024-06-16,Central,
T18627,C889,CLOTHING,66.79,6,2024-03-30,East,DISC05
T18628,C784,ELECTRONICS,169.84,8,2024-03-10,Central,DISC05
T18629,C1045,BOOKS,11.52,3,2024-05-26,West,DISC02
T18630,C835,CLOTHING,67.54,10,2024-10-30,Central,
T18631,C187,BOOKS,10.0,9,2024-04-09,Central,
T18632,C673,CLOTHING,50.53,1,2024-08-06,East,DISC05
T18633,C163,HOME,97.69,6,2024-02-29,East,DISC05
T18634,C539,TOYS,26.0,8,2024-09-02,West,DISC05
T18635,C907,HOME,85.75,2,2024-03-11,Central,DISC02
T18636,C889,HOME,105.35,7,2024-06-29,Central,
T18637,C677,TOYS,42.01,2,2024-06-05,Central,
T18638,C1090,HOME,103.08,6,2024-11-06,East,DISC01
T18639,C1041,HOME,98.93,6,2024-06-06,Central,
T18640,C819,FOOD,10.97,4,2024-04-11,Central,DISC05
T18641,C757,HOME,107.16,2,2024-11-20,East,DISC05
T18642,C212,ELECTRONICS,235.99,4,2024-06-13,West,DISC02
T18643,C613,ELECTRONICS,298.82,8,2024-07-11,East,
T18644,C510,TOYS,39.69,4,2024-03-25,East,
T18645,C230,HOME,103.29,10,2024-09-27,Central,DISC05
T18646,C969,FOOD,13.37,6,2024-01-27,East,
T18647,C237,TOYS,35.48,10,2024-12-27,West,DISC02
T18648,C256,HOME,96.1,4,2024-11-29,Central,DISC05
T18649,C250,FOOD,10.35,9,2024-11-18,Central,DISC01
T18650,C512,TOYS,26.68,4,2024-06-22,Central,DISC02
T18651,C228,BOOKS,39.73,10,2024-03-22,West,DISC02
T18652,C955,TOYS,35.29,9,2024-08-04,Central,DISC01
T18653,C272,ELECTRONICS,288.19,5,2024-01-27,West,DISC05
T18654,C487,ELECTRONICS,197.24,10,2024-03-23,East,DISC01
T18655,C670,FOOD,16.72,4,2024-04-10,Central,DISC02
T18656,C383,FOOD,10.16,1,2024-06-27,East,DISC05
T18657,C1025,HOME,104.86,6,2024-10-21,West,DISC01
T18658,C675,TOYS,45.99,1,2024-03-20,East,DISC05
T18659,C795,FOOD,12.43,10,2024-12-17,West,DISC02
T18660,C786,ELECTRONICS,285.44,4,2024-11-17,West,
T18661,C703,FOOD,14.46,10,2024-03-21,West,DISC05
T18662,C1054,HOME,79.44,10,2024-07-14,West,DISC02
T18663,C749,TOYS,32.64,8,2024-01-13,West,DISC05
T18664,C472,TOYS,39.73,7,2024-04-22,East,
T18665,C780,CLOTHING,55.71,5,2024-02-26,Central,DISC02
T18666,C252,FOOD,9.6,2,2024-11-13,Central,DISC01
T18667,C176,CLOTHING,46.06,9,2024-02-18,West,DISC02
T18668,C186,CLOTHING,60.0,8,2024-04-23,East,DISC01
T18669,C916,ELECTRONICS,164.39,7,2024-10-17,East,DISC02
T18670,C649,BOOKS,27.89,5,2024-06-13,East,DISC01
T18671,C723,ELECTRONICS,163.81,3,2024-04-19,West,DISC01
T18672,C627,ELECTRONICS,179.03,5,2024-01-06,West,DISC01
T18673,C946,BOOKS,10.0,1,2024-02-08,West,DISC05
T18674,C614,BOOKS,52.07,6,2024-01-08,West,DISC01
T18675,C635,ELECTRONICS,254.77,9,2024-07-02,Central,DISC01
T18676,C384,TOYS,28.23,5,2024-04-02,East,DISC05
T18677,C505,BOOKS,43.25,5,2024-09-12,West,DISC02
T18678,C398,BOOKS,65.17,1,2024-06-05,West,DISC02
T18679,C1042,BOOKS,30.48,8,2024-11-15,East,DISC01
T18680,C1047,ELECTRONICS,258.29,5,2024-10-10,East,DISC01
T18681,C498,TOYS,47.63,2,2024-08-16,Central,
T18682,C435,TOYS,38.93,1,2024-01-16,Central,DISC05
T18683,C714,FOOD,11.02,10,2024-05-12,East,
T18684,C982,HOME,87.2,6,2024-08-18,West,DISC02
T18685,C522,TOYS,34.99,10,2024-10-08,West,DISC01
T18686,C657,CLOTHING,62.55,8,2024-08-27,East,DISC05
T18687,C571,TOYS,43.9,5,2024-04-24,East,DISC05
T18688,C833,HOME,104.01,5,2024-01-04,Central,
T18689,C534,TOYS,34.94,4,2024-12-29,West,DISC02
T18690,C628,ELECTRONICS,212.8,3,2024-10-01,East,
T18691,C631,TOYS,46.88,6,2024-11-16,East,DISC02
T18692,C437,HOME,106.07,10,2024-09-09,West,DISC05
T18693,C1044,TOYS,38.93,6,2024-05-24,Central,DISC01
T18694,C529,ELECTRONICS,171.04,2,2024-07-29,East,
T18695,C698,TOYS,38.01,10,2024-07-01,Central,DISC05
T18696,C355,HOME,92.93,9,2024-05-18,East,
T18697,C890,ELECTRONICS,209.8,10,2024-04-22,Central,
T18698,C109,TOYS,36.19,7,2024-01-20,Central,DISC02
T18699,C906,TOYS,39.26,4,2024-12-04,East,
T18700,C256,ELECTRONICS,251.3,4,2024-08-02,Central,DISC02
T18701,C897,HOME,87.86,8,2024-02-20,East,DISC02
T18702,C884,HOME,118.69,3,2024-12-12,East,
T18703,C745,FOOD,10.57,9,2024-11-17,Central,DISC01
T18704,C200,BOOKS,18.71,2,2024-06-11,Central,DISC01
T18705,C755,HOME,101.37,4,2024-09-19,West,DISC01
T18706,C389,ELECTRONICS,279.4,4,2024-05-06,East,
T18707,C1050,FOOD,14.78,7,2024-10-01,West,
T18708,C496,BOOKS,36.36,7,2024-01-02,Central,
T18709,C952,BOOKS,29.79,6,2024-08-07,West,
T18710,C886,FOOD,16.35,9,2024-12-03,West,DISC02
T18711,C100,CLOTHING,49.64,7,2024-08-29,East,DISC05
T18712,C170,BOOKS,10.0,3,2024-12-24,West,DISC01
T18713,C112,FOOD,17.0,9,2024-12-27,Central,DISC01
T18714,C608,BOOKS,24.18,10,2024-06-29,West,
T18715,C969,TOYS,45.86,10,2024-04-28,West,
T18716,C305,FOOD,12.9,3,2024-07-21,East,
T18717,C1021,FOOD,9.84,5,2024-07-08,East,DISC01
T18718,C700,FOOD,15.16,4,2024-01-21,Central,
T18719,C277,TOYS,32.29,8,2024-04-14,Central,
T18720,C117,FOOD,10.99,6,2024-10-23,West,
T18721,C859,ELECTRONICS,282.99,3,2024-03-02,East,DISC05
T18722,C240,ELECTRONICS,211.19,1,2024-01-20,Central,
T18723,C189,FOOD,11.4,10,2024-01-21,East,DISC02
T18724,C263,ELECTRONICS,193.95,3,2024-07-19,Central,DISC01
T18725,C278,ELECTRONICS,292.93,4,2024-09-01,West,DISC01
T18726,C181,TOYS,26.0,2,2024-08-03,Central,DISC02
T18727,C305,ELECTRONICS,136.85,7,2024-05-02,East,DISC05
T18728,C625,ELECTRONICS,202.7,3,2024-02-01,West,DISC02
T18729,C605,BOOKS,28.31,1,2024-01-14,East,DISC02
T18730,C1044,BOOKS,27.49,2,2024-05-23,West,DISC05
T18731,C110,BOOKS,55.85,3,2024-01-12,East,DISC01
T18732,C618,TOYS,29.97,5,2024-05-05,West,DISC01
T18733,C920,TOYS,36.9,6,2024-04-05,West,DISC01
T18734,C1029,CLOTHING,54.96,9,2024-12-14,West,DISC02
T18735,C672,BOOKS,11.86,5,2024-07-27,Central,DISC02
T18736,C396,TOYS,46.87,4,2024-07-15,Central,DISC05
T18737,C961,BOOKS,10.0,7,2024-07-05,Central,
T18738,C907,BOOKS,35.03,1,2024-04-06,East,DISC05
T18739,C560,ELECTRONICS,216.75,10,2024-04-05,West,DISC02
T18740,C216,HOME,104.84,1,2024-04-29,West,DISC02
T18741,C1040,TOYS,46.17,8,2024-04-05,East,DISC01
T18742,C756,ELECTRONICS,182.99,10,2024-11-17,East,
T18743,C318,BOOKS,21.35,4,2024-07-24,West,DISC05
T18744,C727,FOOD,16.2,5,2024-02-27,West,DISC05
T18745,C856,CLOTHING,53.13,9,2024-11-21,East,DISC02
T18746,C164,TOYS,40.19,5,2024-04-07,Central,DISC01
T18747,C119,HOME,116.36,9,2024-10-13,East,DISC01
T18748,C1035,CLOTHING,57.2,10,2024-02-03,West,DISC01
T18749,C733,TOYS,26.0,1,2024-10-29,West,DISC05
T18750,C1037,ELECTRONICS,179.78,5,2024-10-06,East,
T18751,C1045,HOME,100.99,7,2024-11-29,West,DISC01
T18752,C549,TOYS,33.16,7,2024-05-28,Central,
T18753,C358,CLOTHING,70.37,5,2024-07-15,West,DISC05
T18754,C503,HOME,100.81,7,2024-06-20,West,
T18755,C1043,ELECTRONICS,218.6,6,2024-03-23,East,
T18756,C528,BOOKS,19.5,1,2024-05-13,Central,DISC01
T18757,C421,CLOTHING,40.0,3,2024-10-30,West,
T18758,C1034,ELECTRONICS,233.77,8,2024-02-12,East,
T18759,C134,CLOTHING,76.15,6,2024-02-09,Central,DISC02
T18760,C640,CLOTHING,46.21,6,2024-02-24,East,
T18761,C1044,FOOD,15.3,7,2024-09-20,East,
T18762,C354,TOYS,50.43,4,2024-09-15,East,
T18763,C930,FOOD,12.27,8,2024-12-23,West,DISC01
T18764,C842,HOME,130.0,3,2024-01-05,West,DISC01
T18765,C211,HOME,117.68,4,2024-06-17,Central,DISC01
T18766,C937,TOYS,26.87,5,2024-05-10,East,DISC05
T18767,C838,BOOKS,31.02,3,2024-10-17,West,DISC05
T18768,C940,FOOD,16.24,5,2024-01-27,Central,DISC02
T18769,C636,FOOD,12.82,3,2024-10-11,Central,DISC02
T18770,C150,ELECTRONICS,287.8,4,2024-01-09,Central,DISC05
T18771,C706,FOOD,12.66,8,2024-02-20,Central,DISC05
T18772,C965,ELECTRONICS,228.75,3,2024-05-11,East,DISC02
T18773,C680,HOME,95.99,9,2024-03-23,West,DISC02
T18774,C751,FOOD,12.96,4,2024-10-07,East,DISC05
T18775,C384,BOOKS,20.22,9,2024-08-26,West,DISC02
T18776,C258,TOYS,39.81,2,2024-08-11,Central,DISC05
T18777,C664,ELECTRONICS,334.27,8,2024-11-16,East,DISC02
T18778,C908,HOME,87.08,7,2024-11-30,East,
T18779,C267,CLOTHING,70.71,5,2024-08-19,Central,
T18780,C932,CLOTHING,62.67,1,2024-11-02,Central,DISC02
T18781,C936,CLOTHING,52.58,1,2024-02-02,West,DISC05
T18782,C717,BOOKS,64.81,10,2024-10-04,Central,DISC02
T18783,C584,FOOD,11.25,9,2024-12-30,East,DISC05
T18784,C310,CLOTHING,61.67,1,2024-01-27,Central,DISC05
T18785,C508,ELECTRONICS,178.24,1,2024-02-02,West,DISC01
T18786,C1037,BOOKS,26.15,7,2024-03-09,Central,DISC02
T18787,C149,TOYS,46.49,4,2024-11-20,West,DISC02
T18788,C402,TOYS,27.65,10,2024-02-28,East,DISC02
T18789,C783,CLOTHING,86.0,9,2024-05-29,East,DISC01
T18790,C632,BOOKS,10.0,6,2024-02-05,West,
T18791,C564,HOME,105.18,3,2024-07-17,Central,DISC05
T18792,C407,ELECTRONICS,101.49,6,2024-04-11,East,DISC05
T18793,C889,TOYS,30.7,9,2024-11-14,West,
T18794,C292,BOOKS,40.77,6,2024-11-20,East,DISC02
T18795,C436,BOOKS,16.59,4,2024-05-02,West,
T18796,C262,TOYS,44.97,2,2024-03-15,East,DISC02
T18797,C114,ELECTRONICS,223.52,5,2024-09-15,West,
T18798,C672,FOOD,14.77,5,2024-12-08,Central,
T18799,C770,TOYS,34.65,5,2024-08-07,Central,DISC02
T18800,C585,FOOD,13.34,2,2024-12-08,East,
T18801,C183,BOOKS,40.18,5,2024-01-16,West,
T18802,C681,BOOKS,10.0,3,2024-07-13,West,DISC01
T18803,C1045,FOOD,13.85,9,2024-08-27,Central,DISC02
T18804,C201,HOME,111.51,1,2024-10-25,East,DISC01
T18805,C369,CLOTHING,63.37,5,2024-06-26,Central,DISC05
T18806,C380,CLOTHING,50.65,3,2024-11-09,East,DISC02
T18807,C563,TOYS,30.17,1,2024-07-23,Central,DISC02
T18808,C1066,CLOTHING,52.24,4,2024-04-12,East,DISC02
T18809,C119,FOOD,12.55,3,2024-05-09,West,
T18810,C115,BOOKS,30.05,7,2024-12-26,East,DISC05
T18811,C1059,CLOTHING,65.57,7,2024-09-23,West,DISC01
T18812,C301,TOYS,44.53,6,2024-08-17,West,DISC01
T18813,C971,FOOD,13.39,8,2024-10-16,West,
T18814,C556,ELECTRONICS,233.93,10,2024-05-15,Central,DISC05
T18815,C1082,TOYS,45.65,10,2024-10-31,Central,DISC05
T18816,C932,FOOD,17.0,1,2024-09-06,East,DISC05
T18817,C811,HOME,104.38,6,2024-06-10,Central,
T18818,C222,ELECTRONICS,230.21,4,2024-01-06,Central,DISC01
T18819,C156,ELECTRONICS,177.26,4,2024-04-29,West,DISC05
T18820,C233,TOYS,56.65,10,2024-09-29,East,
T18821,C643,HOME,97.64,7,2024-12-30,West,DISC01
T18822,C898,BOOKS,24.57,9,2024-12-17,Central,DISC05
T18823,C951,TOYS,26.0,10,2024-02-11,West,
T18824,C530,FOOD,9.0,8,2024-12-28,East,DISC05
T18825,C345,ELECTRONICS,196.23,8,2024-01-08,East,DISC01
T18826,C716,CLOTHING,49.94,5,2024-03-28,West,
T18827,C294,ELECTRONICS,140.76,3,2024-10-20,East,DISC02
T18828,C410,TOYS,37.1,9,2024-03-24,East,
T18829,C394,TOYS,37.62,7,2024-05-31,West,
T18830,C956,CLOTHING,59.38,10,2024-09-12,West,DISC01
T18831,C514,BOOKS,35.96,1,2024-01-01,Central,DISC05
T18832,C1032,BOOKS,22.36,2,2024-02-26,Central,DISC02
T18833,C564,CLOTHING,62.24,9,2024-01-24,West,DISC01
T18834,C538,CLOTHING,58.34,1,2024-08-24,East,DISC01
T18835,C569,ELECTRONICS,105.97,6,2024-10-24,Central,DISC05
T18836,C709,ELECTRONICS,212.3,4,2024-07-20,East,
T18837,C974,BOOKS,52.51,7,2024-11-04,Central,DISC02
T18838,C520,CLOTHING,51.52,4,2024-01-25,West,DISC05
T18839,C321,ELECTRONICS,221.06,5,2024-07-15,Central,DISC05
T18840,C698,FOOD,13.5,10,2024-07-31,West,
T18841,C138,TOYS,51.82,4,2024-02-12,East,
T18842,C213,ELECTRONICS,212.11,9,2024-02-19,East,DISC02
T18843,C397,ELECTRONICS,269.46,1,2024-09-27,Central,DISC02
T18844,C421,HOME,114.87,7,2024-07-13,Central,DISC05
T18845,C1028,CLOTHING,72.99,10,2024-01-10,Central,DISC02
T18846,C519,BOOKS,27.9,1,2024-08-12,West,DISC02
T18847,C428,HOME,94.69,10,2024-12-24,Central,DISC02
T18848,C623,HOME,103.96,5,2024-06-01,Central,DISC05
T18849,C320,ELECTRONICS,223.26,10,2024-10-10,West,
T18850,C189,ELECTRONICS,242.87,6,2024-02-21,East,DISC05
T18851,C861,HOME,98.73,4,2024-08-28,West,
T18852,C672,HOME,107.84,4,2024-06-26,East,DISC01
T18853,C635,TOYS,26.0,9,2024-02-10,West,DISC05
T18854,C313,TOYS,43.91,10,2024-11-05,West,DISC01
T18855,C368,BOOKS,46.61,5,2024-03-09,West,DISC05
T18856,C543,TOYS,26.0,5,2024-01-27,West,
T18857,C437,CLOTHING,51.27,8,2024-08-18,Central,DISC05
T18858,C313,BOOKS,29.15,4,2024-10-21,East,DISC01
T18859,C246,HOME,93.45,4,2024-05-30,Central,DISC01
T18860,C258,ELECTRONICS,257.46,3,2024-03-07,East,DISC01
T18861,C358,TOYS,51.07,8,2024-03-29,Central,DISC02
T18862,C469,HOME,110.37,8,2024-03-04,West,DISC02
T18863,C828,CLOTHING,66.87,4,2024-12-02,Central,
T18864,C329,TOYS,39.42,7,2024-12-04,East,
T18865,C304,TOYS,39.32,1,2024-02-15,Central,DISC02
T18866,C429,TOYS,30.74,3,2024-07-24,East,
T18867,C998,ELECTRONICS,141.47,1,2024-03-02,East,DISC05
T18868,C985,TOYS,26.0,6,2024-01-28,West,
T18869,C270,FOOD,16.17,8,2024-07-16,Central,DISC01
T18870,C748,BOOKS,10.2,2,2024-08-04,West,DISC01
T18871,C849,FOOD,16.11,1,2024-12-02,West,DISC05
T18872,C436,FOOD,10.95,6,2024-08-03,Central,DISC02
T18873,C668,ELECTRONICS,163.49,8,2024-11-18,East,
T18874,C807,ELECTRONICS,277.39,9,2024-11-07,Central,
T18875,C371,FOOD,14.81,2,2024-04-23,Central,DISC05
T18876,C314,ELECTRONICS,203.76,9,2024-06-29,Central,DISC05
T18877,C848,BOOKS,24.19,8,2024-06-30,West,
T18878,C1024,CLOTHING,62.87,3,2024-09-06,West,DISC01
T18879,C276,BOOKS,25.49,4,2024-09-14,Central,DISC01
T18880,C392,FOOD,14.24,5,2024-03-24,Central,DISC02
